,Kx [1/m],Ky [1/m],Kz [1/m],intensity
343,-2293223.8041118677,3781392.11505604,1266924960.4516633,7.589230117240769e-08
344,-2287025.9019385925,3785143.8899191134,1266924960.4516633,7.57384393977864e-08
345,-2280827.9997653174,3788881.81117754,1266924960.4516633,7.558560365971908e-08
346,-2274630.0975920423,3792605.91979288,1266924960.4516633,7.543378541107396e-08
347,-2268432.1954187662,3796316.2563811773,1266924960.4516633,7.528297620647145e-08
348,-2262234.293245491,3800012.8613171824,1266924960.4516633,7.513316769532978e-08
349,-2256036.391072216,3803695.7746023796,1266924960.4516633,7.498435162782439e-08
350,-2249838.488898941,3807365.036002721,1266924960.4516635,7.483651984616803e-08
351,-2243640.586725665,3811020.684950424,1266924960.4516633,7.46896642887559e-08
352,-2237442.6845523897,3814662.7605805467,1266924960.4516633,7.454377698699269e-08
353,-2231244.7823791145,3818291.301700277,1266924960.4516633,7.439885006578493e-08
354,-2225046.880205839,3821906.346892345,1266924960.4516633,7.425487573683393e-08
355,-2218848.978032564,3825507.934417075,1266924960.4516633,7.411184630279905e-08
356,-2212651.0758592887,3829096.102215247,1266924960.4516635,7.396975415602065e-08
357,-2206453.1736860136,3832670.888044523,1266924960.4516633,7.382859177015758e-08
358,-2200255.2715127384,3836232.329214694,1266924960.4516633,7.36883517132422e-08
359,-2194057.3693394624,3839780.4629577454,1266924960.4516633,7.354902662692832e-08
360,-2187859.4671661872,3843315.3260631636,1266924960.4516633,7.341060924486128e-08
361,-2181661.564992912,3846836.9551474364,1266924960.4516633,7.327309237735455e-08
362,-2175463.662819637,3850345.386489893,1266924960.4516635,7.313646891909186e-08
363,-2169265.760646362,3853840.6562015503,1266924960.4516633,7.30007318392501e-08
364,-2163067.858473086,3857322.7999948347,1266924960.4516633,7.2865874192656e-08
365,-2156869.9562998107,3860791.8533855197,1266924960.4516633,7.273188910821231e-08
366,-2150672.054126535,3864247.851694815,1266924960.4516633,7.259876978789915e-08
367,-2144474.15195326,3867690.829852872,1266924960.4516633,7.246650951612018e-08
368,-2138276.249779985,3871120.82260009,1266924960.4516633,7.233510164828073e-08
369,-2132078.3476067097,3874537.864489131,1266924960.4516633,7.22045396098369e-08
370,-2125880.4454334346,3877941.9896888603,1266924960.4516633,7.207481690559626e-08
371,-2119682.5432601585,3881333.232218022,1266924960.4516633,7.194592710674129e-08
372,-2113484.6410868834,3884711.625782279,1266924960.4516633,7.181786385842577e-08
373,-2107286.7389136082,3888077.2039083787,1266924960.4516633,7.169062087202798e-08
374,-2101088.836740333,3891429.9998473567,1266924960.4516633,7.156419192932924e-08
375,-2094890.9345670575,3894770.0466096834,1266924960.4516633,7.143857087990105e-08
376,-2088693.032393782,3898097.376934547,1266924960.4516633,7.131375164188397e-08
377,-2082495.1302205068,3901412.0233905055,1266924960.4516633,7.118972819607375e-08
378,-2076297.2280472317,3904714.0182789313,1266924960.4516633,7.106649459009894e-08
379,-2070099.3258739563,3908003.393636192,1266924960.4516633,7.094404493754297e-08
380,-2063901.423700681,3911280.181333983,1266924960.4516633,7.082237341211618e-08
381,-2057703.5215274058,3914544.412982946,1266924960.4516633,7.070147425182811e-08
382,-2051505.6193541307,3917796.1199347777,1266924960.4516633,7.05813417581515e-08
383,-2045307.717180855,3921035.3333822433,1266924960.4516633,7.046197029027522e-08
384,-2039109.8150075797,3924262.084262976,1266924960.4516633,7.034335426927317e-08
385,-2032911.9128343046,3927476.4032615144,1266924960.4516635,7.022548817730368e-08
386,-2026714.010661029,3930678.3209415646,1266924960.4516633,7.010836655031847e-08
387,-2020516.108487754,3933867.8674871633,1266924960.4516635,6.999198399035434e-08
388,-2014318.2063144785,3937045.073062791,1266924960.4516633,6.987633514689024e-08
389,-2008120.304141203,3940209.967457064,1266924960.4516633,6.976141473399417e-08
390,-2001922.4019679278,3943362.58034485,1266924960.4516633,6.964721751662825e-08
391,-1995724.4997946525,3946502.9411589187,1266924960.4516633,6.953373831642445e-08
392,-1989526.597621377,3949631.0790918176,1266924960.4516633,6.942097201096781e-08
393,-1983328.6954481015,3952747.0231948816,1266924960.4516633,6.930891352830524e-08
394,-1977130.7932748268,3955850.8022826132,1266924960.4516633,6.9197557851086e-08
395,-1970932.8911015512,3958942.444934505,1266924960.4516633,6.908690001587681e-08
396,-1964734.988928276,3962021.979593753,1266924960.4516635,6.897693510774185e-08
397,-1958537.0867550003,3965089.434471812,1266924960.4516633,6.886765826437295e-08
398,-1952339.1845817252,3968144.837582418,1266924960.4516633,6.87590646738621e-08
399,-1946141.28240845,3971188.2167109633,1266924960.4516633,6.865114957564613e-08
400,-1939943.3802351747,3974219.5995128397,1266924960.4516633,6.854390825517527e-08
401,-1933745.4780618993,3977239.0133860447,1266924960.4516633,6.843733604959315e-08
402,-1927547.5758886242,3980246.4856337723,1266924960.4516633,6.833142833931482e-08
403,-1921349.6737153486,3983242.043240656,1266924960.4516633,6.822618055836879e-08
404,-1915151.7715420732,3986225.713067437,1266924960.4516633,6.812158818444493e-08
405,-1908953.869368798,3989197.521852233,1266924960.4516633,6.801764673836593e-08
406,-1902755.9671955225,3992157.4960194137,1266924960.4516633,6.791435179280681e-08
407,-1896558.0650222474,3995105.6618737876,1266924960.4516633,6.781169896244353e-08
408,-1890360.162848972,3998042.045601821,1266924960.4516633,6.770968390344742e-08
409,-1884162.2606756964,4000966.6730808937,1266924960.4516633,6.760830232215878e-08
410,-1877964.3585024213,4003879.5701049753,1266924960.4516633,6.750754996380426e-08
411,-1871766.4563291462,4006780.762225954,1266924960.4516633,6.740742261964176e-08
412,-1865568.5541558708,4009670.2748829606,1266924960.4516633,6.730791612033613e-08
413,-1859370.6519825954,4012548.133307811,1266924960.4516633,6.72090263400321e-08
414,-1853172.7498093203,4015414.3625583644,1266924960.4516633,6.711074919432703e-08
415,-1846974.8476360447,4018268.9874880193,1266924960.4516633,6.701308064128355e-08
416,-1840776.9454627696,4021112.0328426557,1266924960.4516633,6.69160166764214e-08
417,-1834579.0432894942,4023943.5231662975,1266924960.4516633,6.681955333677103e-08
418,-1828381.1411162186,4026763.4828025345,1266924960.4516633,6.672368670038482e-08
419,-1822183.2389429435,4029571.935991216,1266924960.4516633,6.662841288138158e-08
420,-1815985.3367696682,4032368.9067742797,1266924960.4516633,6.653372803398733e-08
421,-1809787.434596393,4035154.4189971215,1266924960.4516633,6.643962835206722e-08
422,-1803589.5324231174,4037928.496405056,1266924960.4516633,6.634611006422232e-08
423,-1797391.6302498423,4040691.1625492973,1266924960.4516633,6.625316943781662e-08
424,-1791193.728076567,4043442.4408199503,1266924960.4516633,6.616080277705585e-08
425,-1784995.8259032916,4046182.354415579,1266924960.4516633,6.606900642403011e-08
426,-1778797.9237300165,4048910.9264393547,1266924960.4516633,6.597777675387958e-08
427,-1772600.0215567413,4051628.179773657,1266924960.4516633,6.58871101802653e-08
428,-1766402.119383466,4054334.1372077367,1266924960.4516635,6.579700314909098e-08
429,-1760204.2172101906,4057028.8213440143,1266924960.4516635,6.570745214250185e-08
430,-1754006.3150369148,4059712.254630862,1266924960.4516633,6.561845367701976e-08
431,-1747808.41286364,4062384.459332228,1266924960.4516635,6.553000430460089e-08
432,-1741610.510690365,4065045.457623322,1266924960.4516635,6.544210060789592e-08
433,-1735412.6085170892,4067695.271497116,1266924960.4516633,6.535473920423243e-08
434,-1729214.7063438138,4070333.9227969977,1266924960.4516633,6.526791674378274e-08
435,-1723016.8041705387,4072961.433186422,1266924960.4516633,6.518162991063125e-08
436,-1716818.901997263,4075577.8242443115,1266924960.4516633,6.509587541809626e-08
437,-1710620.9998239877,4078183.1173403673,1266924960.4516633,6.50106500141203e-08
438,-1704423.0976507126,4080777.3337617917,1266924960.4516633,6.492595047517902e-08
439,-1698225.1954774375,4083360.494620086,1266924960.4516633,6.484177361023217e-08
440,-1692027.2933041619,4085932.6208835104,1266924960.4516633,6.475811625894564e-08
441,-1685829.3911308865,4088493.733346793,1266924960.4516633,6.46749752927661e-08
442,-1679631.488957611,4091043.852726098,1266924960.4516633,6.459234761032937e-08
443,-1673433.5867843358,4093582.999566028,1266924960.4516633,6.451023014139353e-08
444,-1667235.6846110607,4096111.194240703,1266924960.4516633,6.442861984649865e-08
445,-1661037.7824377853,4098628.457048528,1266924960.4516633,6.434751371241288e-08
446,-1654839.88026451,4101134.8081193324,1266924960.4516633,6.426690875605361e-08
447,-1648641.9780912348,4103630.2674154253,1266924960.4516633,6.418680202415841e-08
448,-1642444.0759179592,4106114.854826153,1266924960.4516633,6.410719058877348e-08
449,-1636246.173744684,4108588.590075185,1266924960.4516633,6.402807155115812e-08
450,-1630048.2715714087,4111051.492752675,1266924960.4516633,6.394944204007992e-08
451,-1623850.3693981336,4113503.582285057,1266924960.4516633,6.387129921290545e-08
452,-1617652.467224858,4115944.8780293446,1266924960.4516633,6.379364025113968e-08
453,-1611454.5650515826,4118375.3991495236,1266924960.4516633,6.371646236569392e-08
454,-1605256.662878307,4120795.1647729343,1266924960.4516633,6.36397627896771e-08
455,-1599058.760705032,4123204.193773575,1266924960.4516633,6.356353878779177e-08
456,-1592860.8585317568,4125602.5049594874,1266924960.4516633,6.348778764775942e-08
457,-1586662.9563584814,4127990.1170734405,1266924960.4516633,6.341250668007609e-08
458,-1580465.054185206,4130367.0486076656,1266924960.4516633,6.333769322597774e-08
459,-1574267.152011931,4132733.3179908907,1266924960.4516633,6.32633446489269e-08
460,-1568069.2498386558,4135088.943589,1266924960.4516633,6.318945833437912e-08
461,-1561871.3476653802,4137433.943520065,1266924960.4516633,6.311603169770846e-08
462,-1555673.4454921049,4139768.3358719484,1266924960.4516633,6.304306217439928e-08
463,-1549475.5433188297,4142092.138548344,1266924960.4516633,6.297054722660569e-08
464,-1543277.6411455544,4144405.369393298,1266924960.4516635,6.289848433746831e-08
465,-1537079.7389722788,4146708.046099218,1266924960.4516633,6.282687101494381e-08
466,-1530881.8367990036,4149000.1862386074,1266924960.4516633,6.275570479020227e-08
467,-1524683.934625728,4151281.807234001,1266924960.4516633,6.2684983218731e-08
468,-1518486.032452453,4153552.9264512802,1266924960.4516633,6.261470387606257e-08
469,-1512288.1302791776,4155813.56110786,1266924960.4516633,6.254486436158289e-08
470,-1506090.2281059022,4158063.7282735333,1266924960.4516633,6.247546229828979e-08
471,-1499892.325932627,4160303.444963599,1266924960.4516633,6.240649532854988e-08
472,-1493694.423759352,4162532.7280471916,1266924960.4516633,6.233796111789541e-08
473,-1487496.5215860764,4164751.5942480885,1266924960.4516633,6.226985735478971e-08
474,-1481298.6194128015,4166960.0602376787,1266924960.4516635,6.220218174641721e-08
475,-1475100.7172395256,4169158.1425434076,1266924960.4516633,6.213493202246497e-08
476,-1468902.8150662503,4171345.8575802604,1266924960.4516633,6.206810593357545e-08
477,-1462704.9128929751,4173523.221620792,1266924960.4516633,6.200170125245669e-08
478,-1456507.0107196998,4175690.2508878694,1266924960.4516633,6.193571576971091e-08
479,-1450309.1085464244,4177846.961463284,1266924960.4516633,6.187014729759903e-08
480,-1444111.2063731493,4179993.36928852,1266924960.4516633,6.18049936698259e-08
481,-1437913.3041998737,4182129.4902573256,1266924960.4516633,6.1740252737399e-08
482,-1431715.4020265986,4184255.3400938623,1266924960.4516635,6.16759223736866e-08
483,-1425517.4998533232,4186370.934506401,1266924960.4516633,6.16120004676716e-08
484,-1419319.5976800479,4188476.288973831,1266924960.4516633,6.154848493291784e-08
485,-1413121.6955067725,4190571.4189604255,1266924960.4516633,6.148537369822795e-08
486,-1406923.7933334974,4192656.3397636106,1266924960.4516633,6.142266471398314e-08
487,-1400725.8911602218,4194731.06663681,1266924960.4516633,6.136035594675058e-08
488,-1394527.9889869466,4196795.614698433,1266924960.4516633,6.129844538300655e-08
489,-1388330.0868136715,4198849.998932565,1266924960.4516635,6.123693102894499e-08
490,-1382132.184640396,4200894.234311546,1266924960.4516633,6.117581090512853e-08
491,-1375934.2824671206,4202928.335583179,1266924960.4516633,6.111508305536092e-08
492,-1369736.3802938454,4204952.3174542645,1266924960.4516633,6.105474553875578e-08
493,-1363538.47812057,4206966.194560636,1266924960.4516635,6.099479643087134e-08
494,-1357340.575947295,4208969.981406853,1266924960.4516635,6.093523382611407e-08
495,-1351142.6737740193,4210963.692397263,1266924960.4516633,6.087605583628224e-08
496,-1344944.7716007442,4212947.341806209,1266924960.4516635,6.081726059167853e-08
497,-1338746.8694274686,4214920.9439001335,1266924960.4516633,6.075884623583559e-08
498,-1332548.9672541935,4216884.512695123,1266924960.4516633,6.070081093557177e-08
499,-1326351.0650809184,4218838.06229156,1266924960.4516633,6.064315286679917e-08
500,-1320153.1629076428,4220781.606540665,1266924960.4516633,6.058587022838798e-08
501,-1313955.2607343674,4222715.159287919,1266924960.4516633,6.052896123182319e-08
502,-1307757.358561092,4224638.734221897,1266924960.4516633,6.047242410740892e-08
503,-1301559.456387817,4226552.344996097,1266924960.4516635,6.04162570990449e-08
504,-1295361.5542145416,4228456.005138518,1266924960.4516633,6.036045846787931e-08
505,-1289163.6520412664,4230349.728082538,1266924960.4516633,6.030502649089397e-08
506,-1282965.7498679908,4232233.527137177,1266924960.4516633,6.024995946201474e-08
507,-1276767.8476947155,4234107.4155784,1266924960.4516633,6.019525568819323e-08
508,-1270569.9455214401,4235971.406558831,1266924960.4516633,6.014091349304419e-08
509,-1264372.0433481648,4237825.513108343,1266924960.4516633,6.008693121669575e-08
510,-1258174.1411748896,4239669.748225208,1266924960.4516633,6.00333072118923e-08
511,-1251976.2390016145,4241504.1247859225,1266924960.4516633,5.99800398476203e-08
512,-1245778.336828339,4243328.655575949,1266924960.4516633,5.992712750771809e-08
513,-1239580.4346550638,4245143.353260051,1266924960.4516633,5.987456859198539e-08
514,-1233382.5324817884,4246948.2304431265,1266924960.4516635,5.982236151356005e-08
515,-1227184.6303085128,4248743.299700747,1266924960.4516633,5.977050469755445e-08
516,-1220986.7281352377,4250528.5733988425,1266924960.4516633,5.971899658837845e-08
517,-1214788.8259619626,4252304.063905119,1266924960.4516633,5.966783564091711e-08
518,-1208590.923788687,4254069.783469001,1266924960.4516633,5.961702032537354e-08
519,-1202393.0216154119,4255825.744222147,1266924960.4516633,5.9566549127135164e-08
520,-1196195.1194421363,4257571.958269173,1266924960.4516633,5.951642054294864e-08
521,-1189997.2172688611,4259308.437597822,1266924960.4516633,5.94666330845055e-08
522,-1183799.3150955858,4261035.194079486,1266924960.4516633,5.941718527831394e-08
523,-1177601.4129223106,4262752.239559788,1266924960.4516633,5.936807566189347e-08
524,-1171403.510749035,4264459.585768869,1266924960.4516633,5.93193027873486e-08
525,-1165205.60857576,4266157.244321873,1266924960.4516633,5.92708652212465e-08
526,-1159007.7064024846,4267845.226809426,1266924960.4516635,5.922276154082998e-08
527,-1152809.8042292092,4269523.544708003,1266924960.4516633,5.9174990337580616e-08
528,-1146611.9020559338,4271192.209410388,1266924960.4516633,5.9127550215882514e-08
529,-1140413.9998826587,4272851.232196131,1266924960.4516633,5.90804397941278e-08
530,-1134216.0977093831,4274500.624321862,1266924960.4516633,5.903365770095632e-08
531,-1128018.195536108,4276140.396931793,1266924960.4516633,5.8987202578804594e-08
532,-1121820.2933628324,4277770.561058179,1266924960.4516633,5.894107308379154e-08
533,-1115622.3911895573,4279391.12771151,1266924960.4516633,5.8895267881976095e-08
534,-1109424.489016282,4281002.107791117,1266924960.4516633,5.884978565289552e-08
535,-1103226.5868430068,4282603.512085609,1266924960.4516633,5.880462508945492e-08
536,-1097028.6846697312,4284195.35136296,1266924960.4516633,5.8759784894203413e-08
537,-1090830.782496456,4285777.636281192,1266924960.4516633,5.871526378286085e-08
538,-1084632.880323181,4287350.3773888135,1266924960.4516633,5.867106048421231e-08
539,-1078434.9781499053,4288913.585214791,1266924960.4516633,5.8627173736400874e-08
540,-1072237.07597663,4290467.270179322,1266924960.4516633,5.858360229044355e-08
541,-1066039.1738033548,4292011.442624075,1266924960.4516633,5.854034490893305e-08
542,-1059841.2716300793,4293546.112782766,1266924960.4516633,5.8497400367139065e-08
543,-1053643.3694568041,4295071.290870966,1266924960.4516633,5.845476744932408e-08
544,-1047445.4672835289,4296586.986967213,1266924960.4516635,5.8412444953440445e-08
545,-1041247.5651102534,4298093.211162364,1266924960.4516633,5.83704316850646e-08
546,-1035049.6629369782,4299589.9733514115,1266924960.4516633,5.832872646566497e-08
547,-1028851.760763703,4301077.28341261,1266924960.4516635,5.828732812534924e-08
548,-1022653.8585904276,4302555.15120771,1266924960.4516633,5.824623550279065e-08
549,-1016455.9564171521,4304023.586403772,1266924960.4516633,5.820544745227611e-08
550,-1010258.0542438768,4305482.598681824,1266924960.4516633,5.816496283529695e-08
551,-1004060.1520706015,4306932.197588441,1266924960.4516633,5.812478052640321e-08
552,-997862.2498973262,4308372.392655026,1266924960.4516633,5.80848994083794e-08
553,-991664.3477240507,4309803.193308948,1266924960.4516633,5.804531837571791e-08
554,-985466.4455507756,4311224.608903599,1266924960.4516633,5.80060363333516e-08
555,-979268.5433775001,4312636.648689059,1266924960.4516633,5.7967052197752106e-08
556,-973070.641204225,4314039.321901458,1266924960.4516633,5.792836489331315e-08
557,-966872.7390309497,4315432.637644572,1266924960.4516633,5.7889973356988037e-08
558,-960674.8368576743,4316816.605038486,1266924960.4516633,5.78518765323283e-08
559,-954476.934684399,4318191.2330122655,1266924960.4516633,5.781407337763713e-08
560,-948279.0325111237,4319556.530482267,1266924960.4516633,5.777656285883827e-08
561,-942081.1303378482,4320912.506352332,1266924960.4516633,5.773934394941449e-08
562,-935883.2281645731,4322259.169336331,1266924960.4516633,5.770241563736143e-08
563,-929685.3259912977,4323596.528165873,1266924960.4516633,5.766577691691433e-08
564,-923487.4238180224,4324924.591442491,1266924960.4516633,5.762942679432859e-08
565,-917289.5216447471,4326243.367756371,1266924960.4516633,5.7593364283134006e-08
566,-911091.6194714718,4327552.86559783,1266924960.4516633,5.7557588407570535e-08
567,-904893.7172981965,4328853.093387208,1266924960.4516633,5.7522098201349024e-08
568,-898695.8151249212,4330144.059445597,1266924960.4516633,5.748689270874536e-08
569,-892497.9129516458,4331425.772083829,1266924960.4516633,5.7451970981044234e-08
570,-886300.0107783707,4332698.239484489,1266924960.4516633,5.7417332081123135e-08
571,-880102.1086050952,4333961.469849957,1266924960.4516633,5.7382975077581435e-08
572,-873904.2064318198,4335215.471195866,1266924960.4516633,5.7348899052794595e-08
573,-867706.3042585446,4336460.251528658,1266924960.4516633,5.731510309588957e-08
574,-861508.4020852693,4337695.818845761,1266924960.4516633,5.7281586302692395e-08
575,-855310.4999119939,4338922.180958769,1266924960.4516633,5.7248347782600546e-08
576,-849112.5977387187,4340139.345700319,1266924960.4516633,5.721538665042846e-08
577,-842914.6955654433,4341347.320776812,1266924960.4516633,5.718270203212121e-08
578,-836716.7933921679,4342546.113886644,1266924960.4516633,5.715029306008141e-08
579,-830518.8912188926,4343735.732631993,1266924960.4516633,5.711815887656802e-08
580,-824320.9890456174,4344916.184548558,1266924960.4516633,5.708629863248375e-08
581,-818123.086872342,4346087.477076364,1266924960.4516633,5.705471148846371e-08
582,-811925.1846990668,4347249.617648382,1266924960.4516633,5.7023396611373996e-08
583,-805727.2825257913,4348402.613572942,1266924960.4516633,5.699235317884632e-08
584,-799529.380352516,4349546.472181208,1266924960.4516633,5.6961580373489857e-08
585,-793331.4781792407,4350681.200621346,1266924960.4516633,5.6931077390853576e-08
586,-787133.5760059655,4351806.806035397,1266924960.4516633,5.6900843432498154e-08
587,-780935.6738326901,4352923.295559433,1266924960.4516633,5.687087770595194e-08
588,-774737.7716594149,4354030.6761473315,1266924960.4516633,5.684117943150811e-08
589,-768539.8694861394,4355128.954776884,1266924960.4516633,5.681174783417801e-08
590,-762341.967312864,4356218.138302993,1266924960.4516633,5.6782582149344844e-08
591,-756144.0651395888,4357298.233575479,1266924960.4516633,5.675368161815297e-08
592,-749946.1629663135,4358369.247351123,1266924960.4516633,5.672504549087577e-08
593,-743748.2607930382,4359431.186323279,1266924960.4516633,5.6696673025726e-08
594,-737550.3586197628,4360484.057092743,1266924960.4516633,5.6668563489938924e-08
595,-731352.4564464876,4361527.866256043,1266924960.4516633,5.6640716156319685e-08
596,-725154.5542732123,4362562.620288217,1266924960.4516635,5.661313030773395e-08
597,-718956.6520999369,4363588.325689764,1266924960.4516633,5.658580523139226e-08
598,-712758.7499266616,4364604.988781459,1266924960.4516633,5.655874022673313e-08
599,-706560.8477533864,4365612.615880617,1266924960.4516635,5.653193459857745e-08
600,-700362.9455801109,4366611.213301226,1266924960.4516633,5.650538765709268e-08
601,-694165.0434068356,4367600.787178241,1266924960.4516633,5.647909872452523e-08
602,-687967.1412335603,4368581.343673022,1266924960.4516633,5.64530671272456e-08
603,-681769.2390602849,4369552.888826956,1266924960.4516633,5.642729220135164e-08
604,-675571.3368870097,4370515.428678864,1266924960.4516633,5.640177328811263e-08
605,-669373.4347137343,4371468.969177294,1266924960.4516633,5.637650973730859e-08
606,-663175.5325404592,4372413.516210012,1266924960.4516633,5.635150090606078e-08
607,-656977.6303671837,4373349.07557492,1266924960.4516633,5.6326746159911936e-08
608,-650779.7281939083,4374275.653068059,1266924960.4516633,5.630224486941455e-08
609,-644581.8260206332,4375193.2543667145,1266924960.4516635,5.627799641458329e-08
610,-638383.9238473577,4376101.885175891,1266924960.4516633,5.625400017924414e-08
611,-632186.0216740824,4377001.551023713,1266924960.4516633,5.623025555884491e-08
612,-625988.1195008073,4377892.25746637,1266924960.4516633,5.620676195256748e-08
613,-619790.2173275319,4378774.009942052,1266924960.4516633,5.618351876889102e-08
614,-613592.3151542564,4379646.813888079,1266924960.4516633,5.616052542107723e-08
615,-607394.4129809813,4380510.674653355,1266924960.4516633,5.613778133049022e-08
616,-601196.5108077059,4381365.597498569,1266924960.4516633,5.611528592655442e-08
617,-594998.6086344307,4382211.587684008,1266924960.4516635,5.609303864337062e-08
618,-588800.7064611553,4383048.65038206,1266924960.4516633,5.6071038923028384e-08
619,-582602.80428788,4383876.7907066,1266924960.4516633,5.604928621445487e-08
620,-576404.9021146046,4384696.013683958,1266924960.4516633,5.602777997449094e-08
621,-570206.9999413294,4385506.324340668,1266924960.4516633,5.60065196645177e-08
622,-564009.097768054,4386307.727616018,1266924960.4516633,5.5985504753762255e-08
623,-557811.1955947786,4387100.228362238,1266924960.4516633,5.5964734719262944e-08
624,-551613.2934215034,4387883.831432186,1266924960.4516633,5.5944209042499407e-08
625,-545415.391248228,4388658.541591952,1266924960.4516633,5.592392721269666e-08
626,-539217.4890749527,4389424.363521029,1266924960.4516633,5.5903888726789394e-08
627,-533019.5869016774,4390181.301899956,1266924960.4516633,5.5884093086061935e-08
628,-526821.6847284021,4390929.361322953,1266924960.4516633,5.5864539799445895e-08
629,-520623.7825551268,4391668.546298092,1266924960.4516635,5.584522838348671e-08
630,-514425.88038185146,4392398.861364026,1266924960.4516633,5.582615835788371e-08
631,-508227.97820857615,4393120.310856965,1266924960.4516635,5.580732925431593e-08
632,-502030.07603530074,4393832.899231375,1266924960.4516633,5.578874060424067e-08
633,-495832.1738620254,4394536.630739583,1266924960.4516633,5.577039195103224e-08
634,-489634.2716887501,4395231.509664991,1266924960.4516633,5.575228284110714e-08
635,-483436.3695154748,4395917.5402056845,1266924960.4516633,5.573441282831767e-08
636,-477238.4673421995,4396594.726474569,1266924960.4516633,5.571678147392104e-08
637,-471040.5651689241,4397263.072586855,1266924960.4516633,5.5699388343243266e-08
638,-464842.66299564886,4397922.5825728215,1266924960.4516633,5.568223300896182e-08
639,-458644.76082237356,4398573.260377959,1266924960.4516633,5.5665315051077305e-08
640,-452446.8586490983,4399215.10995041,1266924960.4516635,5.564863405358208e-08
641,-446248.9564758229,4399848.1351537565,1266924960.4516633,5.563218960774051e-08
642,-440051.0543025476,4400472.339796263,1266924960.4516633,5.561598131096118e-08
643,-433853.1521292723,4401087.727601892,1266924960.4516633,5.560000876787104e-08
644,-427655.24995599693,4401694.302297695,1266924960.4516633,5.5584271586993555e-08
645,-421457.3477827216,4402292.067497565,1266924960.4516633,5.556876938512039e-08
646,-415259.4456094463,4402881.026847762,1266924960.4516633,5.5553501781796566e-08
647,-409061.5434361711,4403461.1837944025,1266924960.4516635,5.5538468408079736e-08
648,-402863.64126289566,4404032.541903385,1266924960.4516633,5.552366889444407e-08
649,-396665.7390896204,4404595.104540711,1266924960.4516635,5.550910288282743e-08
650,-390467.8369163451,4405148.8751051305,1266924960.4516635,5.549477001783544e-08
651,-384269.9347430697,4405693.856911985,1266924960.4516633,5.5480669951103706e-08
652,-378072.0325697944,4406230.053222368,1266924960.4516633,5.546680234018242e-08
653,-371874.1303965191,4406757.467214188,1266924960.4516633,5.5453166849608053e-08
654,-365676.22822324384,4407276.102040352,1266924960.4516635,5.543976314869407e-08
655,-359478.3260499684,4407785.960857899,1266924960.4516633,5.5426590910419016e-08
656,-353280.4238766931,4408287.046653835,1266924960.4516633,5.541364981796823e-08
657,-347082.5217034178,4408779.362448522,1266924960.4516633,5.540093955705904e-08
658,-340884.61953014246,4409262.911179599,1266924960.4516633,5.538845982029677e-08
659,-334686.71735686716,4409737.695702092,1266924960.4516633,5.537621030715225e-08
660,-328488.81518359185,4410203.71887558,1266924960.4516633,5.536419072066972e-08
661,-322290.9130103166,4410660.983448173,1266924960.4516635,5.53524007718149e-08
662,-316093.0108370412,4411109.492201706,1266924960.4516633,5.534084017400205e-08
663,-309895.10866376595,4411549.247748686,1266924960.4516633,5.532950865071255e-08
664,-303697.20649049064,4411980.252706488,1266924960.4516635,5.531840592893243e-08
665,-297499.3043172153,4412402.509697409,1266924960.4516633,5.5307531739139665e-08
666,-291301.40214394,4412816.021174687,1266924960.4516633,5.5296885821825394e-08
667,-285103.4999706647,4413220.789625644,1266924960.4516633,5.528646791985085e-08
668,-278905.5977973893,4413616.8174267225,1266924960.4516633,5.527627778387821e-08
669,-272707.695624114,4414004.106959576,1266924960.4516635,5.5266315168000486e-08
670,-266509.7934508387,4414382.660524118,1266924960.4516633,5.525657983299318e-08
671,-260311.89127756335,4414752.480367614,1266924960.4516633,5.5247071545211025e-08
672,-254113.98910428802,4415113.568655737,1266924960.4516633,5.523779007766002e-08
673,-247916.0869310127,4415465.927559626,1266924960.4516633,5.5228735206723754e-08
674,-241718.1847577374,4415809.559168963,1266924960.4516633,5.5219906715410616e-08
675,-235520.28258446205,4416144.465492043,1266924960.4516633,5.52113043933401e-08
676,-229322.38041118678,4416470.6485427935,1266924960.4516633,5.520292803347154e-08
677,-223124.47823791145,4416788.110253874,1266924960.4516633,5.5194777435350415e-08
678,-216926.57606463615,4417096.852476748,1266924960.4516633,5.518685240509583e-08
679,-210728.6738913608,4417396.877068665,1266924960.4516633,5.5179152752131815e-08
680,-204530.7717180855,4417688.185805785,1266924960.4516633,5.517167829243243e-08
681,-198332.86954481018,4417970.780412202,1266924960.4516633,5.516442884742725e-08
682,-192134.96737153485,4418244.662531037,1266924960.4516633,5.515740424507202e-08
683,-185937.06519825954,4418509.833811395,1266924960.4516633,5.515060431658711e-08
684,-179739.1630249842,4418766.295792526,1266924960.4516633,5.514402890078409e-08
685,-173541.26085170894,4419014.050019755,1266924960.4516635,5.5137677839719764e-08
686,-167343.3586784336,4419253.097957618,1266924960.4516635,5.5131550981939086e-08
687,-161145.4565051583,4419483.44101887,1266924960.4516633,5.5125648181382186e-08
688,-154947.55433188297,4419705.080535578,1266924960.4516635,5.5119969298458266e-08
689,-148749.65215860767,4419918.017846032,1266924960.4516635,5.511451419678767e-08
690,-142551.74998533234,4420122.254207907,1266924960.4516633,5.5109282746444494e-08
691,-136353.847812057,4420317.790827261,1266924960.4516633,5.510427482286449e-08
692,-130155.94563878168,4420504.628829609,1266924960.4516633,5.5099490307920736e-08
