,Kx [1/m],Ky [1/m],Kz [1/m],intensity
39,-10809141.390192159,2322954.337920571,1266884438.1247818,3.4750632351075904e-07
40,-10802943.488018883,2351609.330602343,1266884438.1247818,3.3890196656709823e-07
41,-10796745.585845608,2379903.1920613917,1266884438.1247818,3.3071147267861074e-07
42,-10790547.683672333,2407848.6529447823,1266884438.1247818,3.22905764228727e-07
43,-10784349.781499056,2435457.706364042,1266884438.1247818,3.1545842258040597e-07
44,-10778151.87932578,2462741.666380784,1266884438.1247818,3.0834539109279287e-07
45,-10771953.977152504,2489711.2208575523,1266884438.1247818,3.0154471700942017e-07
46,-10765756.074979229,2516376.478847313,1266884438.1247818,2.9503632653473453e-07
47,-10759558.172805954,2542747.013599269,1266884438.1247818,2.8880182811808434e-07
48,-10753360.27063268,2568831.901689171,1266884438.1247818,2.8282433990315005e-07
49,-10747162.368459405,2594639.758270886,1266884438.1247818,2.770883380490942e-07
50,-10740964.46628613,2620178.7693025838,1266884438.1247818,2.715795229412732e-07
51,-10734766.564112855,2645456.7210793677,1266884438.1247818,2.6628470087765666e-07
52,-10728568.661939578,2670481.026931291,1266884438.1247818,2.611916792711041e-07
53,-10722370.759766303,2695258.7517965697,1266884438.1247818,2.562891735148309e-07
54,-10716172.857593028,2719796.634938723,1266884438.1247818,2.5156672401525183e-07
55,-10709974.955419753,2744101.1103004203,1266884438.1247818,2.470146222534083e-07
56,-10703777.053246478,2768178.325816457,1266884438.1247818,2.4262384454458285e-07
57,-10697579.151073202,2792034.160891303,1266884438.1247818,2.3838599274222914e-07
58,-10691381.248899926,2815674.2424762137,1266884438.1247818,2.342932410040131e-07
59,-10685183.34672665,2839103.9600550034,1266884438.1247818,2.303382878782486e-07
60,-10678985.444553375,2862328.47941951,1266884438.1247818,2.2651431313802863e-07
61,-10672787.5423801,2885352.755606843,1266884438.1247818,2.2281493877974916e-07
62,-10666589.640206823,2908181.544638505,1266884438.1247818,2.1923419379507298e-07
63,-10660391.73803355,2930819.4145501363,1266884438.1247818,2.1576648223611724e-07
64,-10654193.835860275,2953270.755820401,1266884438.1247818,2.1240655421356946e-07
65,-10647995.933687,2975539.790567083,1266884438.1247818,2.0914947962097233e-07
66,-10641798.031513724,2997630.5819203276,1266884438.1247818,2.059906240981167e-07
67,-10635600.12934045,3019547.0418458465,1266884438.1247818,2.0292562726263884e-07
68,-10629402.227167174,3041292.939240152,1266884438.1247818,1.999503827240935e-07
69,-10623204.3249939,3062871.906963137,1266884438.1247818,1.970610198959838e-07
70,-10617006.422820624,3084287.4488296327,1266884438.1247818,1.9425388729243834e-07
71,-10610808.520647347,3105542.9456685996,1266884438.1247818,1.9152553728930874e-07
72,-10604610.61847407,3126641.661530148,1266884438.1247818,1.888727120707513e-07
73,-10598412.716300795,3147586.749271893,1266884438.1247818,1.8629233075279727e-07
74,-10592214.81412752,3168381.2555637937,1266884438.1247818,1.837814775707799e-07
75,-10586016.911954245,3189028.1260697595,1266884438.1247818,1.8133739094186182e-07
76,-10579819.009780971,3209530.210088698,1266884438.1247818,1.7895745341365874e-07
77,-10573621.107607696,3229890.2646870217,1266884438.1247818,1.7663918241661596e-07
78,-10567423.205434421,3250110.95910032,1266884438.1247818,1.7438022166034242e-07
79,-10561225.303261146,3270194.8784205513,1266884438.1247818,1.7217833323281758e-07
80,-10555027.40108787,3290144.5274224663,1266884438.1247818,1.7003139024649144e-07
81,-10548829.498914596,3309962.333910161,1266884438.1247818,1.6793737005504194e-07
82,-10542631.596741319,3329650.652031832,1266884438.1247818,1.6589434794485523e-07
83,-10536433.694568044,3349211.765339421,1266884438.1247818,1.6390049128699328e-07
84,-10530235.792394768,3368647.889835921,1266884438.1247818,1.6195405408740526e-07
85,-10524037.890221493,3387961.176637064,1266884438.1247818,1.6005337194247694e-07
86,-10517839.988048216,3407153.7146046115,1266884438.1247818,1.5819685733162876e-07
87,-10511642.085874941,3426227.532955744,1266884438.1247818,1.5638299522094602e-07
88,-10505444.183701666,3445184.6035183663,1266884438.1247818,1.5461033898646655e-07
89,-10499246.281528391,3464026.842981446,1266884438.1247818,1.5287750659891485e-07
90,-10493048.379355118,3482756.115143293,1266884438.1247818,1.5118317705051386e-07
91,-10486850.47718184,3501374.232831447,1266884438.1247818,1.4952608703647375e-07
92,-10480652.575008566,3519882.959872388,1266884438.1247818,1.4790502783745562e-07
93,-10474454.67283529,3538284.0128943864,1266884438.1247818,1.463188424083561e-07
94,-10468256.770662015,3556579.0631875456,1266884438.1247818,1.447664226386971e-07
95,-10462058.86848874,3574769.7382270657,1266884438.1247818,1.4324670680710805e-07
96,-10455860.966315465,3592857.62344349,1266884438.1247818,1.4175867716563865e-07
97,-10449663.06414219,3610844.263488527,1266884438.1247818,1.403013577091646e-07
98,-10443465.161968915,3628731.163897375,1266884438.1247818,1.3887381204115922e-07
99,-10437267.259795638,3646519.79246843,1266884438.1247818,1.3747514138616675e-07
100,-10431069.357622363,3664211.580371418,1266884438.1247818,1.3610448273762177e-07
101,-10424871.455449086,3681807.923620134,1266884438.1247818,1.3476100708086234e-07
102,-10418673.55327581,3699310.1842759824,1266884438.1247818,1.3344391773718035e-07
103,-10412475.651102535,3716719.691392398,1266884438.1247818,1.3215244881969243e-07
104,-10406277.74892926,3734037.742360942,1266884438.1247818,1.308858637428693e-07
105,-10400079.846755987,3751265.6037940052,1266884438.1247818,1.2964345384849653e-07
106,-10393881.944582712,3768404.512673235,1266884438.1247818,1.2842453708554964e-07
107,-10387684.042409437,3785455.677215096,1266884438.1247818,1.2722845678150827e-07
108,-10381486.140236162,3802420.2778335805,1266884438.1247818,1.26054580471398e-07
109,-10375288.238062887,3819299.467996717,1266884438.1247818,1.2490229879581298e-07
110,-10369090.335889611,3836094.375181091,1266884438.1247818,1.2377102444916832e-07
111,-10362892.433716334,3852806.1015898534,1266884438.1247818,1.2266019119868986e-07
112,-10356694.53154306,3869435.7249397496,1266884438.1247818,1.21569252948496e-07
113,-10350496.629369784,3885984.2993156835,1266884438.1247818,1.2049768284638948e-07
114,-10344298.727196507,3902452.855796211,1266884438.1247818,1.1944497245090663e-07
115,-10338100.825023232,3918842.403151217,1266884438.1247818,1.1841063093478091e-07
116,-10331902.922849957,3935153.9286101633,1266884438.1247818,1.1739418432300278e-07
117,-10325705.020676682,3951388.398407831,1266884438.1247818,1.1639517478259854e-07
118,-10319507.118503409,3967546.758437007,1266884438.1247818,1.1541315993979478e-07
119,-10313309.216330133,3983629.9348127204,1266884438.1247818,1.1444771223558406e-07
120,-10307111.314156858,3999638.8345429394,1266884438.1247818,1.1349841830526843e-07
121,-10300913.411983581,4015574.345952519,1266884438.1247818,1.125648784026332e-07
122,-10294715.509810306,4031437.339375623,1266884438.1247818,1.1164670583453438e-07
123,-10288517.607637031,4047228.6674454166,1266884438.1247818,1.1074352644621345e-07
124,-10282319.705463756,4062949.1657799515,1266884438.1247818,1.0985497810642207e-07
125,-10276121.80329048,4078599.6534575447,1266884438.1247818,1.0898071022871753e-07
126,-10269923.901117206,4094180.933287634,1266884438.1247818,1.081203833263592e-07
127,-10263725.998943929,4109693.792443423,1266884438.1247818,1.0727366856614929e-07
128,-10257528.096770654,4125139.002888509,1266884438.1247818,1.0644024735414723e-07
129,-10251330.194597378,4140517.321603184,1266884438.1247818,1.0561981095100783e-07
130,-10245132.292424101,4155829.491201005,1266884438.1247818,1.0481206008224751e-07
131,-10238934.390250826,4171076.240158648,1266884438.1247818,1.0401670458707358e-07
132,-10232736.488077551,4186258.283311244,1266884438.1247818,1.0323346306775121e-07
133,-10226538.585904278,4201376.322119218,1266884438.1247818,1.0246206256649468e-07
134,-10220340.683731003,4216431.04504651,1266884438.1247818,1.0170223825007964e-07
135,-10214142.781557728,4231423.127866085,1266884438.1247818,1.00953733111674e-07
136,-10207944.879384452,4246353.234075564,1266884438.1247818,1.0021629767939848e-07
137,-10201746.977211177,4261222.015120077,1266884438.1247818,9.948968974710979e-08
138,-10195549.075037902,4276030.110696603,1266884438.1247818,9.877367411205853e-08
139,-10189351.172864627,4290778.149137987,1266884438.1247818,9.806802231928126e-08
140,-10183153.27069135,4305466.747607279,1266884438.1247818,9.737251242603744e-08
141,-10176955.368518075,4320096.51237377,1266884438.1247818,9.668692877163831e-08
142,-10170757.466344798,4334668.039198388,1266884438.1247818,9.601106175114426e-08
143,-10164559.564171523,4349181.9133552015,1266884438.1247818,9.534470761596341e-08
144,-10158361.661998248,4363638.710206885,1266884438.1247818,9.468766825537716e-08
145,-10152163.759824973,4378038.995122817,1266884438.1247818,9.403975101841864e-08
146,-10145965.8576517,4392383.323949767,1266884438.1247818,9.340076851624246e-08
147,-10139767.955478424,4406672.2431222405,1266884438.1247818,9.277053844929266e-08
148,-10133570.05330515,4420906.289884009,1266884438.1247818,9.214888343586914e-08
149,-10127372.151131874,4435085.992589547,1266884438.1247818,9.15356308435837e-08
150,-10121174.248958597,4449211.8708247645,1266884438.1247818,9.093061263555414e-08
151,-10114976.346785322,4463284.4356092755,1266884438.1247818,9.03336652186541e-08
152,-10108778.444612047,4477304.189678429,1266884438.1247818,8.974462929389447e-08
153,-10102580.542438772,4491271.627587002,1266884438.1247818,8.916334972037244e-08
154,-10096382.640265496,4505187.235894198,1266884438.1247818,8.858967538062409e-08
155,-10090184.73809222,4519051.49342824,1266884438.1247818,8.802345904746478e-08
156,-10083986.835918944,4532864.871374835,1266884438.1247818,8.746455726338208e-08
157,-10077788.93374567,4546627.833474828,1266884438.1247818,8.691283021957427e-08
158,-10071591.031572394,4560340.836160386,1266884438.1247818,8.63681416419924e-08
159,-10065393.129399119,4574004.328799002,1266884438.1247818,8.583035867691647e-08
160,-10059195.227225842,4587618.7537361905,1266884438.1247818,8.529935178907419e-08
161,-10052997.325052569,4601184.546586238,1266884438.1247818,8.477499465303495e-08
162,-10046799.422879294,4614702.13618344,1266884438.1247818,8.425716406245277e-08
163,-10040601.520706018,4628171.944892281,1266884438.1247818,8.374573982775973e-08
164,-10034403.618532743,4641594.388745316,1266884438.1247818,8.324060468447948e-08
165,-10028205.716359468,4654969.877412314,1266884438.1247818,8.274164421146459e-08
166,-10022007.814186193,4668298.814497633,1266884438.1247818,8.224874673881839e-08
167,-10015809.912012918,4681581.597667183,1266884438.1247818,8.176180326577554e-08
168,-10009612.009839643,4694818.618608392,1266884438.1247818,8.128070738788908e-08
169,-10003414.107666366,4708010.263343104,1266884438.1247818,8.080535521291704e-08
170,-9997216.205493089,4721156.912208702,1266884438.1247818,8.033564529238681e-08
171,-9991018.303319814,4734258.940108791,1266884438.1247818,7.987147854510025e-08
172,-9984820.401146539,4747316.716408123,1266884438.1247818,7.941275819669323e-08
173,-9978622.498973263,4760330.6053390885,1266884438.1247818,7.895938970189742e-08
174,-9972424.596799988,4773300.965810559,1266884438.1247818,7.851128069173943e-08
175,-9966226.694626715,4786228.151726995,1266884438.1247818,7.806834090347558e-08
176,-9960028.79245344,4799112.511981356,1266884438.1247818,7.763048212485728e-08
177,-9953830.890280165,4811954.390553593,1266884438.1247818,7.719761813630088e-08
178,-9947632.98810689,4824754.126686251,1266884438.1247818,7.676966465213267e-08
179,-9941435.085933613,4837512.054897641,1266884438.1247818,7.634653926956244e-08
180,-9935237.183760338,4850228.505099528,1266884438.1247818,7.592816141551967e-08
181,-9929039.281587062,4862903.802659478,1266884438.1247818,7.551445229713411e-08
182,-9922841.379413787,4875538.268566458,1266884438.1247818,7.510533485014408e-08
183,-9916643.477240512,4888132.2194097815,1266884438.1247818,7.470073369543031e-08
184,-9910445.575067235,4900685.967566582,1266884438.1247818,7.430057508966773e-08
185,-9904247.67289396,4913199.821203286,1266884438.1247818,7.390478688390411e-08
186,-9898049.770720685,4925674.0843803305,1266884438.1247818,7.351329847987409e-08
187,-9891851.86854741,4938109.057102729,1266884438.1247818,7.312604078948053e-08
188,-9885653.966374137,4950505.0354726445,1266884438.1247818,7.274294619208474e-08
189,-9879456.06420086,4962862.311684257,1266884438.1247818,7.236394849835507e-08
190,-9873258.162027584,4975181.174095271,1266884438.1247818,7.198898291264405e-08
191,-9867060.25985431,4987461.907373729,1266884438.1247818,7.161798599402359e-08
192,-9860862.357681034,4999704.792488453,1266884438.1247818,7.125089562359235e-08
193,-9854664.455507759,5011910.10677566,1266884438.1247818,7.088765097026238e-08
194,-9848466.553334484,5024078.124105955,1266884438.1247818,7.052819245433304e-08
195,-9842268.651161209,5036209.114743351,1266884438.1247818,7.017246172197428e-08
196,-9836070.748987934,5048303.345687539,1266884438.1247818,6.982040160510005e-08
197,-9829872.846814657,5060361.080454241,1266884438.1247818,6.947195610014968e-08
198,-9823674.944641382,5072382.5793376425,1266884438.1247818,6.912707033234547e-08
199,-9817477.042468105,5084368.099366528,1266884438.1247818,6.878569053053606e-08
200,-9811279.14029483,5096317.8943609875,1266884438.1247818,6.844776399962675e-08
201,-9805081.238121554,5108232.215063054,1266884438.1247818,6.81132390915361e-08
202,-9798883.33594828,5120111.309115067,1266884438.1247818,6.778206518161694e-08
203,-9792685.433775006,5131955.421112697,1266884438.1247818,6.745419264346696e-08
204,-9786487.53160173,5143764.792731488,1266884438.1247818,6.712957282224045e-08
205,-9780289.629428456,5155539.662702248,1266884438.1247818,6.680815801322579e-08
206,-9774091.72725518,5167280.266860701,1266884438.1247818,6.648990143879584e-08
207,-9767893.825081905,5178986.838270203,1266884438.1247818,6.617475722384916e-08
208,-9761695.922908628,5190659.607194446,1266884438.1247818,6.586268037632585e-08
209,-9755498.020735353,5202298.801168577,1266884438.1247818,6.555362676537665e-08
210,-9749300.118562078,5213904.645019893,1266884438.1247818,6.524755310158813e-08
211,-9743102.216388803,5225477.360985885,1266884438.1247818,6.49444169149471e-08
212,-9736904.314215526,5237017.168683715,1266884438.1247818,6.464417653764716e-08
213,-9730706.41204225,5248524.285152924,1266884438.1247818,6.434679108526168e-08
214,-9724508.509868976,5259998.924970232,1266884438.1247818,6.40522204363968e-08
215,-9718310.6076957,5271441.300192577,1266884438.1247818,6.376042521769835e-08
216,-9712112.705522427,5282851.620518601,1266884438.1247818,6.347136678316824e-08
217,-9705914.803349152,5294230.093157645,1266884438.1247818,6.318500720211895e-08
218,-9699716.901175875,5305576.923037872,1266884438.1247818,6.290130923811005e-08
219,-9693518.9990026,5316892.312722537,1266884438.1247818,6.262023633642217e-08
220,-9687321.096829325,5328176.462543259,1266884438.1247818,6.234175260595329e-08
221,-9681123.19465605,5339429.570563508,1266884438.1247818,6.206582280617417e-08
222,-9674925.292482775,5350651.832637965,1266884438.1247818,6.179241233183601e-08
223,-9668727.3903095,5361843.442423138,1266884438.1247818,6.152148719937074e-08
224,-9662529.488136224,5373004.591482869,1266884438.1247818,6.125301403112687e-08
225,-9656331.585962947,5384135.469225864,1266884438.1247818,6.098696004443183e-08
226,-9650133.683789672,5395236.263057254,1266884438.1247818,6.072329303532138e-08
227,-9643935.781616397,5406307.158243972,1266884438.1247818,6.046198137013111e-08
228,-9637737.87944312,5417348.338088664,1266884438.1247818,6.020299396930084e-08
229,-9631539.977269845,5428359.983959797,1266884438.1247818,5.99463002953043e-08
230,-9625342.07509657,5439342.27517997,1266884438.1247818,5.969187034449179e-08
231,-9619144.172923297,5450295.389220662,1266884438.1247818,5.9439674631334734e-08
232,-9612946.270750022,5461219.50161317,1266884438.1247818,5.918968418024792e-08
233,-9606748.368576746,5472114.786070921,1266884438.1247818,5.894187051228903e-08
234,-9600550.466403471,5482981.414446706,1266884438.1247818,5.869620563631566e-08
235,-9594352.564230196,5493819.556783424,1266884438.1247818,5.845266203802522e-08
236,-9588154.662056921,5504629.38131751,1266884438.1247818,5.821121267042869e-08
237,-9581956.759883646,5515411.054574991,1266884438.1247818,5.797183094228357e-08
238,-9575758.857710369,5526164.741304046,1266884438.1247818,5.7734490710795814e-08
239,-9569560.955537094,5536890.604616278,1266884438.1247818,5.7499166269427487e-08
240,-9563363.053363817,5547588.80584926,1266884438.1247818,5.7265832342724675e-08
241,-9557165.151190542,5558259.504729876,1266884438.1247818,5.7034464074034354e-08
242,-9550967.249017267,5568902.859397712,1266884438.1247818,5.680503701687283e-08
243,-9544769.346843991,5579519.026290349,1266884438.1247818,5.6577527129764075e-08
244,-9538571.444670716,5590108.16032749,1266884438.1247818,5.6351910764134354e-08
245,-9532373.542497443,5600670.41481857,1266884438.1247818,5.612816465899809e-08
246,-9526175.640324168,5611205.941576553,1266884438.1247818,5.5906265930940103e-08
247,-9519977.738150893,5621714.890870934,1266884438.1247818,5.568619206807283e-08
248,-9513779.835977616,5632197.4114720095,1266884438.1247818,5.5467920922016226e-08
249,-9507581.93380434,5642653.650649135,1266884438.1247818,5.5251430701119234e-08
250,-9501384.031631066,5653083.75425944,1266884438.1247818,5.5036699961769825e-08
251,-9495186.12945779,5663487.8666772125,1266884438.1247818,5.482370760352975e-08
252,-9488988.227284515,5673866.130926955,1266884438.1247818,5.461243285976567e-08
253,-9482790.325111238,5684218.688544628,1266884438.1247818,5.440285529461402e-08
254,-9476592.422937963,5694545.679732494,1266884438.1247818,5.419495479342881e-08
255,-9470394.520764688,5704847.243377513,1266884438.1247818,5.398871155649837e-08
256,-9464196.618591413,5715123.516935046,1266884438.1247818,5.3784106095880286e-08
257,-9457998.716418136,5725374.6366043165,1266884438.1247818,5.3581119225864826e-08
258,-9451800.81424486,5735600.737234069,1266884438.1247818,5.3379732059581435e-08
259,-9445602.912071588,5745801.952429618,1266884438.1247818,5.317992600127529e-08
260,-9439405.009898312,5755978.41450296,1266884438.1247818,5.298168274216852e-08
261,-9433207.107725037,5766130.25451212,1266884438.1247818,5.2784984254476154e-08
262,-9427009.205551762,5776257.602255634,1266884438.1247818,5.258981278651909e-08
263,-9420811.303378487,5786360.586355469,1266884438.1247818,5.2396150856052296e-08
264,-9414613.401205212,5796439.334184393,1266884438.1247818,5.220398124704907e-08
265,-9408415.499031937,5806493.971992394,1266884438.1247818,5.2013287002337804e-08
266,-9402217.596858662,5816524.624767611,1266884438.1247818,5.182405142199112e-08
267,-9396019.694685385,5826531.416384194,1266884438.1247818,5.163625805572635e-08
268,-9389821.792512108,5836514.469616948,1266884438.1247818,5.1449890698260423e-08
269,-9383623.890338833,5846473.906024383,1266884438.1247818,5.126493338748737e-08
270,-9377425.988165557,5856409.846116989,1266884438.1247818,5.1081370396796784e-08
271,-9371228.085992282,5866322.409261872,1266884438.1247818,5.089918623298387e-08
272,-9365030.183819007,5876211.713784317,1266884438.1247818,5.0718365630167266e-08
273,-9358832.281645734,5886077.876916003,1266884438.1247818,5.0538893546962456e-08
274,-9352634.379472459,5895921.014830508,1266884438.1247818,5.0360755161938315e-08
275,-9346436.477299184,5905741.242635001,1266884438.1247818,5.018393587005353e-08
276,-9340238.575125908,5915538.674448507,1266884438.1247818,5.000842127742946e-08
277,-9334040.672952631,5925313.423349688,1266884438.1247818,4.983419719884103e-08
278,-9327842.770779356,5935065.601389761,1266884438.1247818,4.966124965395609e-08
279,-9321644.868606081,5944795.319669804,1266884438.1247818,4.948956486238216e-08
280,-9315446.966432806,5954502.688288251,1266884438.1247818,4.931912924137322e-08
281,-9309249.06425953,5964187.816353205,1266884438.1247818,4.914992940230548e-08
282,-9303051.162086254,5973850.812058835,1266884438.1247818,4.898195214597767e-08
283,-9296853.259912979,5983491.782632613,1266884438.1247818,4.8815184460517893e-08
284,-9290655.357739704,5993110.834347052,1266884438.1247818,4.864961351807749e-08
285,-9284457.455566429,6002708.072616559,1266884438.1247818,4.848522666996019e-08
286,-9278259.553393155,6012283.601837824,1266884438.1247818,4.8322011446757385e-08
287,-9272061.651219876,6021837.525635511,1266884438.1247818,4.8159955550750515e-08
288,-9265863.749046603,6031369.946638659,1266884438.1247818,4.7999046857380513e-08
289,-9259665.846873328,6040880.9666617345,1266884438.1247818,4.7839273409028855e-08
290,-9253467.944700053,6050370.686630036,1266884438.1247818,4.768062341374101e-08
291,-9247270.042526778,6059839.206590221,1266884438.1247818,4.752308524237432e-08
292,-9241072.1403535,6069286.625783958,1266884438.1247818,4.736664742462634e-08
293,-9234874.238180226,6078713.042594461,1266884438.1247818,4.721129864750208e-08
294,-9228676.336006952,6088118.554556572,1266884438.1247818,4.705702775263269e-08
295,-9222478.433833677,6097503.258429634,1266884438.1247818,4.690382373249222e-08
296,-9216280.5316604,6106867.25014389,1266884438.1247818,4.6751675729007204e-08
297,-9210082.629487125,6116210.624831033,1266884438.1247818,4.660057303065273e-08
298,-9203884.72731385,6125533.476812612,1266884438.1247818,4.645050507037113e-08
299,-9197686.825140573,6134835.899671971,1266884438.1247818,4.630146142202082e-08
300,-9191488.922967298,6144117.986179628,1266884438.1247818,4.61534317995318e-08
301,-9185291.020794025,6153379.828385699,1266884438.1247818,4.6006406053080463e-08
302,-9179093.11862075,6162621.517566044,1266884438.1247818,4.586037416795064e-08
303,-9172895.216447474,6171843.144251806,1266884438.1247818,4.57153262619308e-08
304,-9166697.3142742,6181044.798217207,1266884438.1247818,4.55712525834981e-08
305,-9160499.412100922,6190226.568550138,1266884438.1247818,4.542814350857972e-08
306,-9154301.509927645,6199388.543598152,1266884438.1247818,4.5285989539562144e-08
307,-9148103.60775437,6208530.810976781,1266884438.1247818,4.5144781303224995e-08
308,-9141905.705581097,6217653.457639466,1266884438.1247818,4.500450954764443e-08
309,-9135707.803407822,6226756.569823491,1266884438.1247818,4.486516514130287e-08
310,-9129509.901234547,6235840.233078459,1266884438.1247818,4.472673907078824e-08
311,-9123311.999061272,6244904.532253477,1266884438.1247818,4.458922243924464e-08
312,-9117114.096887996,6253949.551566275,1266884438.1247818,4.445260646345071e-08
313,-9110916.19471472,6262975.374528628,1266884438.1247818,4.4316882473401177e-08
314,-9104718.292541444,6271982.084056045,1266884438.1247818,4.418204190876582e-08
315,-9098520.390368171,6280969.762331929,1266884438.1247818,4.404807631956598e-08
316,-9092322.488194894,6289938.490937412,1266884438.1247818,4.3914977362358705e-08
317,-9086124.586021619,6298888.3508377895,1266884438.1247818,4.378273679890438e-08
318,-9079926.683848344,6307819.422369034,1266884438.1247818,4.3651346494852096e-08
319,-9073728.781675069,6316731.785163591,1266884438.1247818,4.352079841945457e-08
320,-9067530.879501792,6325625.5183600625,1266884438.1247818,4.339108464058893e-08
321,-9061332.977328517,6334500.700386733,1266884438.1247818,4.326219732690004e-08
322,-9055135.075155243,6343357.40913028,1266884438.1247818,4.3134128743569304e-08
323,-9048937.172981968,6352195.721841072,1266884438.1247818,4.300687125247499e-08
324,-9042739.270808693,6361015.71522033,1266884438.1247818,4.288041730938215e-08
325,-9036541.368635418,6369817.465365865,1266884438.1247818,4.275475946348005e-08
326,-9030343.46646214,6378601.047798491,1266884438.1247818,4.2629890355621664e-08
327,-9024145.564288864,6387366.537448122,1266884438.1247818,4.250580271724152e-08
328,-9017947.662115589,6396114.0087199835,1266884438.1247818,4.238248936800906e-08
329,-9011749.759942316,6404843.535420363,1266884438.1247818,4.225994321576873e-08
330,-9005551.85776904,6413555.190862554,1266884438.1247818,4.213815725360946e-08
331,-8999353.955595765,6422249.047732734,1266884438.1247818,4.2017124560794195e-08
332,-8993156.05342249,6430925.178235556,1266884438.1247818,4.1896838299250833e-08
333,-8986958.151249213,6439583.654000002,1266884438.1247818,4.1777291713899916e-08
334,-8980760.249075938,6448224.546164626,1266884438.1247818,4.165847813016279e-08
335,-8974562.346902661,6456847.925323316,1266884438.1247818,4.1540390953691216e-08
336,-8968364.444729386,6465453.861530837,1266884438.1247818,4.1423023669169836e-08
337,-8962166.542556113,6474042.424367638,1266884438.1247818,4.1306369838220676e-08
338,-8955968.640382838,6482613.682885631,1266884438.1247818,4.1190423099183633e-08
339,-8949770.738209562,6491167.705633248,1266884438.1247818,4.1075177165677e-08
340,-8943572.836036287,6499704.560640892,1266884438.1247818,4.0960625825790626e-08
341,-8937374.93386301,6508224.315485139,1266884438.1247818,4.084676294009085e-08
342,-8931177.031689735,6516727.037234566,1266884438.1247818,4.073358244145961e-08
343,-8924979.129516462,6525212.792454818,1266884438.1247818,4.0621078334036484e-08
344,-8918781.227343187,6533681.647272386,1266884438.1247818,4.050924469129243e-08
345,-8912583.32516991,6542133.667320471,1266884438.1247818,4.039807565591182e-08
346,-8906385.422996635,6550568.917743864,1266884438.1247818,4.028756543878725e-08
347,-8900187.52082336,6558987.463262299,1266884438.1247818,4.0177708317159996e-08
348,-8893989.618650082,6567389.368116376,1266884438.1247818,4.00684986345402e-08
349,-8887791.716476807,6575774.69609171,1266884438.1247818,3.995993079946477e-08
350,-8881593.814303534,6584143.5105040055,1266884438.1247818,3.9851999284854e-08
351,-8875395.912130259,6592495.874261888,1266884438.1247818,3.974469862623464e-08
